 52363139      1.215028      1.573001      1.656251      1.666713      1.589432      1.635013      1.076174
 52968003      1.262598      1.637945      1.736320      1.758796      1.635089      1.625244      1.054770
 53571075      1.187298      1.539239      1.647992      1.662921      1.613748      1.643666      1.043208
 54172163      1.272054      1.666759      1.779394      1.797303      1.771500      1.761591      1.096955
 54775171      1.272145      1.702037      1.819326      1.853155      1.784313      1.798518      1.105899
 55380099      1.280186      1.698998      1.820065      1.880742      1.816352      1.837644      1.118237
 55990787      1.359617      1.856468      1.981586      2.068891      1.965609      1.889478      1.105694
 56586115      1.290341      1.800907      1.931721      2.060242      1.992930      1.981554      1.117602
 57192963      1.365490      1.901413      2.056255      2.295122      2.153742      2.109015      1.152767
 57797891      1.390044      2.013283      2.157786      2.415174      2.251833      2.188000      1.158404
 58435907      1.494873      2.400824      2.412862      2.659655      2.513812      2.309260      1.135962
 58522307      1.554428      2.591417      2.736550      3.501078      3.231441      2.741697      1.188759
 58525763      1.535668      2.518992      2.706596      3.459785      3.210573      2.722111      1.171908
 58619395      1.607875      2.896442      3.012566      4.205369      3.796576      3.181619      1.165690
 58703811      1.538633      2.752885      2.999002      4.504714      4.100652      3.490929      1.202105
 58928259      1.204820      1.577784      1.710828      1.771799      1.677328      1.662458      1.108664
 59014787      1.195376      1.524477      1.695261      1.746651      1.663700      1.659658      1.095216
 59619715      1.184145      1.551549      1.730693      1.751992      1.679305      1.642172      1.088651
 60218883      1.257604      1.629598      1.762424      1.785599      1.702082      1.593986      1.029015
 60823811      1.254446      1.643303      1.835895      1.908702      1.853839      1.783984      1.144108
 61687939      1.226088      1.758980      1.907792      1.933695      1.854942      1.765017      1.095237
 62292867      1.283241      1.829016      1.958502      2.112772      2.007964      1.846550      1.103180
 62899715      1.281863      1.910079      2.063339      2.121377      2.027078      1.840829      1.107481
 63508483      1.234762      1.790469      2.007477      2.224719      2.070572      1.899674      1.106771
 64107587      1.310420      1.986495      2.189214      2.392729      2.245623      1.993497      1.133669
 64710659      1.356953      2.028879      2.193277      2.474356      2.301687      2.030384      1.135253
 65317507      1.320311      1.985732      2.175177      2.469269      2.318007      2.043974      1.139286
 65493411      1.508844      2.623336      2.649034      2.978979      2.735024      2.206106      1.177962
 65921827      1.381668      1.972592      2.228746      2.789639      2.413756      2.191986      1.168478
 66020963      1.051222      1.172841      1.263633      1.234522      1.147036      1.104220      1.000000
 66616035      1.079834      1.229079      1.341185      1.325327      1.256335      1.204809      1.011562
 67129571      1.033306      1.204941      1.269160      1.258233      1.224139      1.203947      1.020061
 67732707      1.086383      1.225120      1.277907      1.273369      1.221280      1.164027      1.000000
 68343011      1.119482      1.207759      1.275623      1.276135      1.244850      1.236681      1.063684
 68947043      1.096453      1.237220      1.298024      1.289208      1.251774      1.223850      1.043100
 69560035      1.176071      1.325451      1.360945      1.320837      1.233794      1.175499      1.011361
 70422803      1.112641      1.256108      1.295597      1.248403      1.161799      1.160680      1.053046
 70765203      1.075437      1.226286      1.293834      1.268664      1.217892      1.190185      1.030738
 71371027      1.105337      1.253330      1.321941      1.296186      1.238598      1.204011      1.032809
 71961619      1.078219      1.207265      1.259399      1.284183      1.232096      1.171784      1.000000
 72567443      1.107840      1.271131      1.350337      1.330637      1.258956      1.201289      1.004899
 73173267      1.073659      1.214407      1.302694      1.274130      1.209815      1.199583      1.032303
 73779091      1.122143      1.216712      1.310696      1.323550      1.277942      1.240305      1.034766
 74391187      1.112956      1.253256      1.333015      1.321117      1.228910      1.174235      1.000000
 74988051      1.121222      1.285181      1.354969      1.323993      1.259752      1.232665      1.051287
 75602835      1.084610      1.219007      1.288993      1.289334      1.234834      1.223336      1.052998
 76208659      1.122793      1.266349      1.341409      1.363679      1.279157      1.236121      1.046950
 76814483      1.141759      1.295724      1.379930      1.359162      1.319736      1.336804      1.098363
 77408659      1.162305      1.344312      1.402590      1.390803      1.313072      1.271363      1.047350
 78018963      1.171640      1.382551      1.457537      1.470987      1.366263      1.313269      1.073167
 78365795      1.132714      1.260121      1.341622      1.323289      1.235547      1.188948      1.028984
 78624867      1.170703      1.381633      1.420097      1.397803      1.292195      1.226452      1.040984
 79230691      1.154097      1.311467      1.342012      1.295404      1.170527      1.228755      1.131830
 79830243      1.186487      1.350938      1.405029      1.428993      1.325085      1.265029      1.049123
 80430691      1.169024      1.340844      1.408600      1.400218      1.305426      1.247227      1.043898
 81041891      1.164132      1.375992      1.439478      1.449962      1.342676      1.267643      1.059274
 81646819      1.214651      1.381337      1.418944      1.413552      1.297058      1.275605      1.091169
 82248163      1.178241      1.368525      1.437224      1.443136      1.348730      1.273454      1.050499
 82855779      1.224764      1.407219      1.460633      1.470051      1.360537      1.286314      1.060233
 83458019      1.217184      1.409331      1.494910      1.502297      1.375499      1.273784      1.050198
 84069219      1.225068      1.415980      1.478007      1.491062      1.372329      1.305249      1.073529
 84670563      1.164873      1.338066      1.430110      1.435771      1.345960      1.291308      1.074640
 85273699      1.198013      1.403539      1.464810      1.465670      1.373119      1.286340      1.061588
 85890275      1.207493      1.415593      1.478507      1.483700      1.389294      1.307746      1.074582
 86570467      1.298641      1.538308      1.585552      1.601089      1.451813      1.336314      1.080115
 87085795      1.277671      1.532575      1.560723      1.609475      1.434939      1.320367      1.074154
 87691619      1.240630      1.453064      1.510770      1.535841      1.402433      1.334944      1.058427
 88301923      1.196704      1.383057      1.487161      1.544763      1.398519      1.286283      1.041861
 88905955      1.195042      1.400960      1.484507      1.554440      1.416521      1.321388      1.047724
 89506403      1.261946      1.486537      1.558718      1.611249      1.453259      1.332732      1.054970
 90114915      1.269855      1.527846      1.570978      1.614025      1.450382      1.343157      1.068910
 90709987      1.318041      1.597773      1.619270      1.672889      1.500068      1.353974      1.074291
 91323875      1.428172      1.708612      1.889818      2.288878      1.800036      1.511708      1.126333
 91927011      1.330331      1.585983      1.773400      2.153048      1.745145      1.521431      1.120421
 92525667      1.365150      1.610844      1.760891      2.119761      1.718562      1.496900      1.126634
 93136867      1.347687      1.599779      1.731232      2.089990      1.691132      1.444332      1.083115
 93743587      1.359551      1.657114      1.784905      2.093061      1.696924      1.472992      1.087859
 94110067      1.248602      1.588194      1.681293      1.874956      1.572762      1.407370      1.095974
 94343155      1.326758      1.626609      1.739286      2.033377      1.660496      1.443399      1.099305
 94946291      1.374778      1.728486      1.813701      2.175877      1.726756      1.468024      1.081883
 95549427      1.376465      1.694960      1.758282      2.067781      1.700156      1.481925      1.126544
 96157939      1.375357      1.701857      1.763499      2.027717      1.688870      1.464991      1.107422
 96763763      1.564165      1.987574      1.953530      2.287835      1.843432      1.553012      1.118435
 97368691      1.369571      1.678766      1.790759      2.202876      1.767421      1.534908      1.120323
 97980787      1.397343      1.737804      1.805144      2.131855      1.756736      1.515792      1.133726
 98573171      1.397936      1.756006      1.820034      2.176109      1.782158      1.471205      1.082954
 99186163      1.421268      1.746353      1.831920      2.233776      1.831373      1.545395      1.118164
 99791987      1.423010      1.759740      1.826229      2.198241      1.766909      1.516836      1.105614
100404979      1.415109      1.770744      1.849840      2.225947      1.808996      1.523889      1.119690
101002739      1.442773      1.859870      1.907308      2.430255      1.908239      1.565140      1.111273
101607667      1.579666      1.910858      2.098147      3.014953      2.117579      1.659101      1.122157
102218867      1.509637      1.872930      2.010882      2.781787      1.981542      1.620070      1.127760
102815731      1.536714      1.950327      2.072477      2.972145      2.126303      1.649993      1.121804
103413491      1.483247      1.808591      1.962587      2.726111      1.961573      1.595101      1.100398
104017523      1.460855      1.824891      1.939789      2.554996      1.908009      1.614287      1.146081
104125107      1.123103      1.286279      1.470124      1.557205      1.392151      1.468040      1.293931
104635955      1.226090      1.412689      1.496690      1.619201      1.421920      1.273924      1.055840
105228339      1.248144      1.466783      1.535461      1.691730      1.463076      1.283102      1.059957
105842355      1.264191      1.464358      1.550604      1.711056      1.484499      1.315259      1.073251
106457139      1.303612      1.532105      1.595875      1.743444      1.510691      1.326400      1.089065
107039667      1.288836      1.492077      1.592426      1.751274      1.529543      1.348330      1.102559
107647283      1.300368      1.539544      1.644467      1.845086      1.571471      1.315257      1.064441
108259379      1.295579      1.506739      1.604337      1.851931      1.611553      1.396051      1.128938
109124051      1.223891      1.474610      1.521535      1.629797      1.449968      1.295915      1.054930
109466451      1.274482      1.500306      1.594399      1.823226      1.568970      1.360012      1.076539
110076755      1.269582      1.486771      1.578965      1.762005      1.533031      1.347965      1.083823
110687955      1.291241      1.502636      1.598155      1.821940      1.582293      1.363158      1.096131
111284403      1.279078      1.573404      1.610479      1.810112      1.566087      1.339835      1.083754
111885747      1.470222      1.758464      1.804379      2.010193      1.709706      1.452735      1.185909
112490675      1.281449      1.566411      1.744907      2.045441      1.768361      1.436141      1.093353
113100083      1.307199      1.569880      1.661339      1.936918      1.647521      1.356861      1.074074
113700531      1.460519      1.735538      1.857252      2.264335      1.849770      1.437339      1.074320
114300979      1.433693      1.699023      1.842055      2.308718      1.854187      1.498401      1.137346
114916659      1.484972      1.754275      1.905144      2.464825      1.883759      1.437974      1.097102
115513523      1.448736      1.750152      1.833147      2.346982      1.912365      1.507531      1.105844
116118451      1.455315      1.743031      1.904748      2.538830      2.009976      1.539951      1.136198
116731443      1.461005      1.759386      1.847093      2.417995      1.982258      1.517649      1.121973
117335475      1.313531      1.677899      1.818153      2.355277      1.876538      1.515566      1.125515
117932339      1.452755      1.746748      1.821573      2.297191      1.865420      1.511924      1.122813
118541747      1.448000      1.686300      1.799019      2.223707      1.818774      1.497575      1.077402
119144883      1.452474      1.733129      1.837337      2.358309      1.931242      1.494800      1.091124
119745331      1.397366      1.682413      1.779535      2.247817      1.860947      1.494678      1.117738
120349363      1.577062      1.955929      1.962328      2.479926      2.009814      1.519494      1.125032
120956083      1.433737      1.740699      1.844730      2.292377      1.869607      1.477783      1.125564
121559219      1.484167      1.788984      1.867860      2.432251      2.002912      1.507022      1.108820
122166835      1.446776      1.757153      1.862224      2.378759      1.966762      1.508154      1.118465
122769971      1.494391      1.873906      1.926994      2.597617      2.088466      1.558264      1.150053
123648851      1.423069      1.771701      1.846054      2.211276      1.835148      1.427383      1.044908
123974227      1.468724      1.789313      1.870285      2.434294      1.966771      1.521213      1.102209
124581843      1.541704      1.934095      1.993610      2.786584      2.182636      1.594202      1.139488
125192147      1.547327      1.899089      1.973828      2.694806      2.126497      1.575851      1.125993
125790803      1.555448      1.941711      2.012431      2.678605      2.119675      1.579578      1.130797
126395731      1.535586      1.885408      1.960375      2.719879      2.151926      1.574489      1.136836
127001555      1.591758      1.976916      2.011157      2.787216      2.151042      1.577865      1.142850
127606483      1.508449      1.893785      1.974854      2.717324      2.125920      1.578636      1.131238
128215891      1.554942      1.877939      1.973031      2.735608      2.181879      1.591757      1.120214
128817235      1.559505      1.934373      2.021963      2.805717      2.197471      1.590177      1.128702
129423059      1.683084      2.095666      2.277434      3.686162      2.641813      1.745917      1.178461
129684371      1.210528      1.315793      1.410542      1.532204      1.382354      1.217225      1.055902
130034835      1.231253      1.353066      1.438116      1.592335      1.432956      1.240644      1.072882
130636179      1.237548      1.360273      1.460648      1.618509      1.449133      1.245238      1.078609
131242003      1.282898      1.442900      1.528615      1.732676      1.549567      1.270392      1.060011
131846931      1.244250      1.393949      1.457459      1.687935      1.504135      1.245011      1.044581
133059475      1.330746      1.481392      1.583789      2.029951      1.709755      1.316203      1.089655
133667987      1.335094      1.443424      1.531229      1.909924      1.582914      1.282752      1.112561
134257683      1.314043      1.473042      1.665077      2.274621      1.810076      1.382790      1.106488
134873363      1.386400      1.599961      1.719311      2.326278      1.816410      1.350992      1.089109
135470227      1.286616      1.458192      1.581967      2.057544      1.708997      1.343255      1.092720
136082323      1.316810      1.482086      1.615899      2.091821      1.726801      1.332468      1.076337
136687251      1.353870      1.532814      1.666831      2.165770      1.794803      1.363829      1.097718
137282323      1.335628      1.535835      1.672416      2.139468      1.768226      1.344856      1.083148
137895315      1.372702      1.576761      1.673838      2.173582      1.825835      1.364906      1.102943
138496659      1.398469      1.566990      1.701947      2.244626      1.847972      1.397622      1.129247
139105171      1.367263      1.559836      1.693975      2.302252      1.872702      1.383004      1.097493
139707411      1.371496      1.581746      1.689910      2.200110      1.826939      1.381464      1.116382
140311443      1.425764      1.633571      1.753879      2.420813      1.954725      1.412492      1.107586
140915475      1.422789      1.618754      1.738042      2.341402      1.876401      1.388542      1.091334
141522195      1.392116      1.540383      1.666759      2.118145      1.793076      1.386146      1.114999
142125331      1.418111      1.606742      1.684320      2.191606      1.840905      1.373677      1.103785
142731155      1.516859      1.724281      1.770779      2.399811      1.951670      1.411949      1.124111
143335187      1.461941      1.646463      1.736833      2.317707      1.907096      1.422039      1.136414
143940115      1.684955      1.897916      1.928004      2.866902      2.395511      1.492835      1.163313
144547731      1.554932      1.770841      1.865181      2.636272      2.117466      1.462481      1.138152
145151763      1.435563      1.601460      1.745991      2.380734      1.970776      1.472188      1.217789
145761171      1.435067      1.597195      1.731035      2.342315      1.932828      1.390452      1.108418
146361619      1.380655      1.593669      1.765110      2.478773      2.056874      1.474907      1.154700
146966547      1.641905      1.820167      1.984577      2.840776      2.193450      1.417995      1.100504
147569683      1.550752      1.778186      1.937643      2.683480      2.061385      1.469315      1.127215
148188947      1.497868      1.661634      1.813826      2.627302      2.109812      1.454327      1.125344
148776851      1.526275      1.713354      1.842319      2.597983      2.089945      1.451445      1.127379
149382675      1.580593      1.767050      1.951141      3.044896      2.393251      1.529071      1.151019
149994771      1.523201      1.673718      1.847501      2.705415      2.166119      1.505656      1.161464
150589843      1.541992      1.695612      1.867132      2.766955      2.242074      1.468567      1.145160
150941651      1.567512      1.759335      1.896081      2.870573      2.308240      1.478522      1.121900
151196243      1.551986      1.734436      1.896312      2.906934      2.335863      1.501631      1.133409
151798483      1.611680      1.781161      1.947681      2.954704      2.361356      1.505531      1.139466
152395347      1.521861      1.675949      1.887417      2.817997      2.274704      1.486106      1.124556
153019091      1.597391      1.781265      1.958525      2.950928      2.339321      1.464902      1.106337
153612371      1.603242      1.776242      1.977876      3.072922      2.446210      1.524843      1.142751
154219987      1.557926      1.710476      1.917220      2.878858      2.311670      1.494618      1.120905
154823123      1.631765      1.779589      2.042175      3.207338      2.504014      1.527580      1.121974
155430739      1.737194      1.950593      2.143519      3.790221      2.978840      1.686841      1.215632
156032083      1.630253      1.785135      2.036972      3.284952      2.613851      1.577326      1.177801
156126867      1.261972      1.305355      1.431465      1.673221      1.521784      1.228319      1.070450
156635923      1.308588      1.383014      1.518737      1.849733      1.623537      1.262022      1.059193
157244435      1.337110      1.389376      1.520508      1.842229      1.617562      1.249418      1.065134
157846675      1.290934      1.363131      1.495801      1.929179      1.777053      1.333409      1.153233
158450707      1.300892      1.378936      1.520390      1.840279      1.630278      1.262902      1.087955
159058323      1.323707      1.403238      1.575427      2.026077      1.749619      1.278663      1.088388
159663251      1.340432      1.400148      1.554474      1.962538      1.734269      1.303502      1.106638
